# x        y       z        profile
-0.50000    -3.46410    0.00000    -0.00000
0.50000    -3.46410    0.00000    -0.00000
-2.00000    -2.59808    0.00000    -0.00000
-1.00000    -2.59808    0.00000    -0.00000
-3.50000    -1.73205    0.00000    -0.00000
-2.50000    -1.73205    0.00000    -0.00000
-5.00000    -0.86603    0.00000    -0.00000
-4.00000    -0.86603    0.00000    -0.00000
-6.50000    0.00000    0.00000    -0.00000
-5.50000    0.00000    0.00000    -0.00000
1.00000    -2.59808    0.00000    -0.00000
2.00000    -2.59808    0.00000    -0.00000
-0.50000    -1.73205    0.00000    -0.00000
0.50000    -1.73205    0.00000    -0.00000
-2.00000    -0.86603    0.00000    -0.00000
-1.00000    -0.86603    0.00000    -0.00000
-3.50000    0.00000    0.00000    -0.00000
-2.50000    0.00000    0.00000    -0.00000
-5.00000    0.86603    0.00000    -0.00000
-4.00000    0.86603    0.00000    -0.00000
2.50000    -1.73205    0.00000    -0.00000
3.50000    -1.73205    0.00000    -0.00000
1.00000    -0.86603    0.00000    -0.00000
2.00000    -0.86603    0.00000    -0.00000
-0.50000    0.00000    0.00000    -0.00000
0.50000    0.00000    0.00000    -0.00000
-2.00000    0.86603    0.00000    -0.00000
-1.00000    0.86603    0.00000    -0.00000
-3.50000    1.73205    0.00000    -0.00000
-2.50000    1.73205    0.00000    -0.00000
4.00000    -0.86603    0.00000    -0.00000
5.00000    -0.86603    0.00000    -0.00000
2.50000    0.00000    0.00000    -0.00000
3.50000    0.00000    0.00000    -0.00000
1.00000    0.86603    0.00000    -0.00000
2.00000    0.86603    0.00000    -0.00000
-0.50000    1.73205    0.00000    -0.00000
0.50000    1.73205    0.00000    -0.00000
-2.00000    2.59808    0.00000    -0.00000
-1.00000    2.59808    0.00000    -0.00000
5.50000    0.00000    0.00000    -0.00000
6.50000    0.00000    0.00000    -0.00000
4.00000    0.86603    0.00000    -0.00000
5.00000    0.86603    0.00000    -0.00000
2.50000    1.73205    0.00000    -0.00000
3.50000    1.73205    0.00000    -0.00000
1.00000    2.59808    0.00000    -0.00000
2.00000    2.59808    0.00000    -0.00000
-0.50000    3.46410    0.00000    -0.00000
0.50000    3.46410    0.00000    -0.00000
